Player Name,Team,League,POS,GP,MIN,ST,ON,OFF,Y,YR,R,G,A,SA,AOP,ASP,S,SOG,INT,CR,ACR,CC,BCC,CCOP,CCSP,BLK,TKL,TKLW,FC,FS,P,AP,ACRO,AW,BR,DR,DW,EG,ES,IBS,IBSOG,IBG,OBS,OBSOG,OBG,AOG,APW,DSP,OWN,TOUCH,TBOX,PFT,DL,AFZP,BLKCR,PENT,CLROL,POSL,LPOPP,PK,PKG,PKM,PKSVD,FKCR,FKACR,CRN,CRNCR,CRNW,FKS,FKSOG,FKG,GC,CS,SV,IBSV,OBSV,AKS,PKC,PKF,PKSV,CL,ECL,PUNCH,ALB,ATB,LMT,TOFF,BCM,BCS,ATTDR
Jon Morcillo,ATH,LIGA,M,30,1362,16,14,13,3,0,0,2,2,1,1,1,24,8,15,138,30,25,4,16,6,0,16,9,21,16,283,383,13,13,58,13,57,0,0,10,4,1,14,4,1,1,0,21,0,722,39,134,96,246,4,120,0,268,15,0,0,0,0,16,3,41,34,18,3,1,0,12,0,0,0,0,0,0,0,0,7,7,0,12,0,0,3,0,1,25
Nicolas Nkoulou,TOR,SERI,D,18,1358,16,2,3,5,0,0,1,0,0,0,0,3,1,33,0,0,2,0,2,0,14,14,9,15,25,619,720,0,26,104,4,69,1,0,3,1,1,0,0,0,0,0,0,0,921,4,26,58,121,1,4,0,108,77,0,0,0,0,0,0,0,0,0,0,0,0,30,4,0,0,0,0,3,0,0,70,70,0,49,0,0,0,0,1,5
Inigo Perez Soto,OSA,LIGA,M,22,1353,16,6,8,2,1,1,0,0,0,0,0,8,2,15,43,7,14,2,10,4,0,20,10,15,11,414,561,3,12,90,2,44,1,0,2,0,0,6,2,0,0,0,12,0,790,16,139,58,282,2,59,0,230,56,0,0,0,0,6,2,16,11,4,0,0,0,16,4,0,0,0,0,0,0,0,6,6,0,37,0,0,0,0,0,3
Ben Thompson,MIL,EFL,M,30,1351,16,14,14,1,0,0,3,0,0,0,0,20,8,14,9,2,4,0,4,0,3,15,5,22,41,242,340,2,25,73,22,103,0,0,11,6,2,9,2,1,0,0,23,0,616,27,88,115,164,2,7,0,196,15,0,0,0,0,0,0,0,0,1,0,0,0,11,2,0,0,0,0,1,0,0,5,5,0,13,0,0,4,3,1,41
Abdoulaye Bamba,SCO,FRAN,D,16,1349,16,0,3,2,0,0,0,0,0,0,0,1,1,19,48,6,8,3,8,0,1,27,17,14,6,513,648,6,10,82,4,47,0,0,1,1,0,0,0,0,0,0,3,0,1019,7,91,40,220,9,49,0,247,72,0,0,0,0,0,0,0,0,9,0,0,0,25,5,0,0,0,0,1,0,0,25,25,0,26,1,0,0,0,0,9
Jamie Allen,COV,EFL,M,22,1334,16,6,7,0,0,0,1,0,0,0,0,9,2,11,17,9,13,0,7,6,2,17,8,11,14,361,432,0,11,70,7,49,0,0,4,1,1,5,1,0,0,0,9,0,598,15,112,68,208,3,28,0,133,27,0,0,0,0,4,3,10,6,4,0,0,0,24,3,0,0,0,0,0,0,0,1,1,0,17,0,0,2,1,1,14
Yan Brice Eteki,GRA,LIGA,M,25,1321,16,9,11,4,0,1,0,0,0,0,0,7,3,13,3,0,4,0,4,0,3,23,15,45,20,273,351,0,24,74,9,74,0,1,2,2,0,5,1,0,0,0,8,0,519,2,46,91,120,2,10,0,109,15,0,0,0,0,0,0,0,0,1,0,0,0,30,2,0,0,0,0,2,0,0,14,14,0,11,0,0,0,0,0,11
Lewis Travis,BBR,EFL,D,19,1310,16,3,11,4,0,0,0,0,0,0,0,4,1,19,5,3,8,1,8,0,6,39,25,26,27,456,561,3,8,106,14,88,0,1,0,0,0,4,1,0,0,0,13,0,791,11,106,69,223,1,21,0,153,41,0,0,0,0,0,0,0,0,4,0,0,0,19,2,0,0,0,0,0,0,0,9,9,0,15,0,0,0,0,0,16
Ignatius Ganago,RCL,FRAN,F,24,1308,16,8,12,0,0,0,7,0,0,0,0,40,18,6,15,0,14,3,14,0,1,4,3,15,46,191,263,0,22,38,23,94,0,0,34,15,7,6,3,0,0,3,27,0,528,87,77,100,126,0,21,0,184,2,0,0,0,0,0,0,0,0,14,0,0,0,20,1,0,0,0,0,0,0,0,3,3,0,2,1,0,11,8,6,43
Leandro Paredes,PSG,FRAN,M,21,1307,16,5,11,5,1,1,1,2,0,2,0,24,6,17,9,1,11,3,9,0,5,30,18,23,17,1328,1461,0,10,102,5,62,0,1,4,1,0,20,5,1,0,0,7,0,1633,4,264,60,726,1,36,0,164,176,0,0,0,0,1,0,6,5,2,3,2,1,14,2,0,0,0,0,0,0,0,12,12,0,78,2,0,0,1,0,7
Dimitris Giannoulis,NOR,EFL,M/D,16,1307,16,0,1,0,0,1,0,1,0,1,0,11,2,17,25,2,16,0,15,0,4,34,18,15,19,568,707,2,26,100,16,93,1,0,9,1,0,2,1,0,0,0,16,0,1106,26,126,79,253,6,34,0,238,44,0,0,0,0,0,0,0,0,3,0,0,0,5,10,0,0,0,0,0,0,0,17,17,0,16,0,0,0,1,0,28
Yann Karamoh,PAR,SERI,F/M,24,1301,16,8,14,3,0,0,2,1,0,1,0,22,10,4,21,5,15,3,14,0,0,27,17,14,13,268,335,5,9,69,38,86,0,0,18,10,2,4,0,0,0,1,22,0,599,52,103,85,192,2,30,0,176,5,0,0,0,0,0,0,1,0,16,0,0,0,23,0,0,0,0,0,0,0,0,9,9,0,11,1,0,7,7,1,55
Joaquin,BET,LIGA,M,27,1297,16,11,15,2,0,0,2,5,0,3,2,10,5,17,66,18,32,4,21,6,0,9,3,10,12,573,675,11,13,55,20,54,0,0,7,4,2,3,1,0,0,0,15,0,922,38,291,62,453,3,88,0,209,14,0,0,0,0,8,0,42,27,15,0,0,0,18,0,0,0,0,0,0,0,0,8,8,0,12,0,0,2,0,0,29
Sandro Ramirez,HUE,LIGA,F,20,1293,16,4,13,2,0,0,5,1,0,1,0,30,18,10,20,3,10,0,9,0,1,13,9,18,51,241,300,3,9,54,20,93,0,0,17,10,3,13,8,2,1,0,18,0,573,48,79,91,145,1,16,0,169,9,0,0,0,0,3,0,0,0,10,4,3,0,14,1,0,0,0,0,0,0,0,1,1,0,18,0,0,12,0,3,44
Luke Freeman,NOT,EFL,M,23,1278,16,7,12,1,0,0,1,0,0,0,0,18,2,12,92,23,20,5,11,9,1,15,7,19,18,276,355,10,11,64,23,67,0,0,9,0,0,9,2,1,0,0,30,0,671,35,133,96,230,2,87,0,241,11,0,0,0,0,14,3,39,34,11,1,0,0,17,2,0,0,0,0,0,0,0,4,4,0,6,0,0,6,1,0,26
Joost van Aken,SHW,EFL,D,17,1276,16,1,6,2,0,1,0,0,0,0,0,8,1,20,0,0,1,0,1,0,5,19,14,14,10,394,527,0,35,46,3,67,0,0,6,1,0,2,0,0,0,0,0,0,736,14,43,47,119,2,13,0,173,61,0,0,0,0,0,0,0,0,1,0,0,0,13,4,0,0,0,0,0,0,0,41,41,0,37,0,0,0,0,0,3
Stefan Bell,M05,BUND,D,16,1272,16,0,7,6,0,0,1,1,0,0,1,8,2,27,2,0,3,1,2,0,11,24,18,27,7,435,577,0,69,94,0,99,0,1,6,2,1,2,0,0,0,0,2,0,778,17,24,61,105,3,13,0,163,64,0,0,0,0,0,0,0,0,0,0,0,0,17,3,0,0,0,0,0,0,0,73,73,0,30,0,0,2,0,0,0
Duane Holmes,HUD,EFL,M,19,1245,16,3,15,4,0,0,2,2,0,1,1,14,7,7,53,9,18,2,13,3,1,17,12,17,14,316,413,2,9,61,14,54,0,0,8,4,1,6,3,1,0,0,19,0,691,26,111,89,200,5,92,0,231,12,0,0,0,0,9,2,29,23,13,0,0,0,23,0,0,0,0,0,0,0,0,8,8,0,15,0,0,1,1,1,29
Wahbi Khazri,ASS,FRAN,F/M,22,1192,16,6,16,5,0,1,7,1,0,1,0,32,13,4,29,7,20,2,16,3,1,24,15,25,31,239,335,4,6,58,26,85,0,0,16,8,5,16,5,2,0,0,25,0,645,40,101,114,168,1,45,0,227,14,3,3,0,0,5,1,4,3,12,4,0,0,10,0,0,0,0,0,0,0,0,10,10,0,20,0,0,7,5,4,59
Lyle Taylor,NOT,EFL,F,39,1719,15,24,5,3,0,0,4,0,0,0,0,46,16,5,31,2,18,1,18,0,2,7,4,37,22,277,376,2,30,46,10,69,0,0,36,14,4,10,2,0,0,0,31,0,677,74,140,168,215,1,33,0,236,4,1,1,0,0,0,0,1,0,19,2,1,0,24,2,0,0,0,0,0,0,0,13,13,0,15,0,0,13,8,3,20
Nicolas De Preville,GIR,FRAN,F/M,33,1608,15,18,15,3,0,0,1,2,1,2,0,38,11,13,64,24,32,9,22,8,0,19,14,20,45,422,579,4,26,88,34,123,0,0,29,10,1,9,1,0,0,0,50,0,1013,74,160,159,290,1,88,0,351,21,0,0,0,0,15,7,36,29,17,3,0,0,28,0,0,0,0,0,0,0,0,6,6,0,32,0,0,2,5,0,61
Jonathan Leko,BIR,EFL,F,34,1594,15,19,13,4,0,0,0,0,0,0,0,23,2,7,27,4,13,1,13,0,0,19,7,43,19,226,286,4,6,72,47,91,0,1,15,2,0,8,0,0,0,0,43,0,634,46,94,180,147,0,33,0,241,8,0,0,0,0,0,0,0,0,8,0,0,0,23,0,0,0,0,0,1,0,0,1,1,0,12,0,0,19,2,0,91
Moussa Sissoko,TOT,EPL,M,25,1577,15,10,1,3,0,0,0,0,0,0,0,3,1,23,9,1,4,0,4,0,4,22,16,22,9,642,761,1,16,113,18,65,0,0,3,1,0,0,0,0,0,0,14,0,999,11,137,78,288,3,15,0,176,37,0,0,0,0,0,0,0,0,0,0,0,0,22,4,0,0,0,0,0,0,0,22,22,0,30,0,0,0,0,0,27
Amari''i Bell,BBR,EFL,D,19,1525,15,4,1,1,0,0,0,0,0,0,0,10,3,20,36,5,12,1,12,0,2,28,18,21,21,460,666,5,37,90,13,97,0,1,5,2,0,5,1,0,0,1,11,0,1103,31,149,83,253,11,61,0,326,38,0,0,0,0,0,0,1,0,10,0,0,0,21,4,0,0,0,0,0,0,0,23,23,0,20,0,0,1,2,0,26
Giangiacomo Magnani,VER,SERI,D,25,1509,15,10,6,8,0,0,0,0,0,0,0,13,2,44,2,1,1,0,1,0,16,26,15,44,29,456,604,1,77,82,2,133,0,1,8,1,0,5,1,0,0,0,1,1,896,11,33,91,114,4,13,0,169,52,0,0,0,0,0,0,0,0,2,0,0,0,22,1,0,0,0,0,0,0,0,101,101,0,41,0,0,0,1,0,2
Jordan Rhodes,SHW,EFL,F,36,1487,15,21,13,0,0,0,7,1,0,1,0,35,16,3,4,0,11,1,10,0,6,6,6,17,31,200,318,0,69,44,3,108,0,0,31,15,7,4,1,0,0,0,14,0,511,60,54,149,108,0,16,0,167,6,0,0,0,0,0,0,0,0,7,0,0,0,25,0,0,0,0,0,0,0,0,18,18,0,8,0,0,8,7,6,3
Simone Zaza,TOR,SERI,F,29,1483,15,14,8,4,0,0,6,0,0,0,0,57,16,3,5,2,13,4,13,0,0,15,9,36,31,227,312,2,46,32,7,97,0,1,46,13,6,11,3,0,0,0,21,0,587,85,73,141,152,0,15,0,183,1,0,0,0,0,0,0,0,0,8,2,0,0,35,0,0,0,0,0,0,0,0,5,5,0,9,1,0,14,11,5,18
Lucas Martinez Quarta,FIO,SERI,D,21,1482,15,6,4,4,0,1,1,0,0,0,0,16,4,39,5,3,7,0,7,0,9,32,20,23,10,643,796,3,28,107,14,84,0,0,12,2,1,4,2,0,0,0,6,0,1070,25,102,81,273,4,16,0,193,95,0,0,0,0,0,0,0,0,4,0,0,0,27,2,0,0,0,0,1,0,0,44,44,0,57,0,0,0,2,1,24
Oleksandr Zinchenko,MCI,EPL,M/D,20,1474,15,5,1,0,0,0,0,0,0,0,0,16,4,23,39,6,15,1,11,4,4,25,15,9,4,1229,1368,2,29,96,6,64,0,0,5,0,0,11,4,0,0,0,6,0,1680,11,342,43,747,3,60,0,202,80,0,0,0,0,3,2,11,10,11,1,0,0,14,7,0,0,0,0,0,0,0,25,25,0,30,0,0,1,0,0,9
Flavius Daniliuc,NIC,FRAN,D,23,1473,15,8,5,0,0,0,1,0,0,0,0,9,2,14,2,1,3,1,3,0,6,23,15,12,9,940,1071,1,16,101,3,51,0,0,6,2,1,3,0,0,0,0,3,0,1263,13,106,51,327,3,20,0,150,108,0,0,0,0,0,0,0,0,1,0,0,0,20,4,0,0,0,0,0,0,0,29,29,0,54,0,0,0,0,0,3
Nampalys Mendy,LEI,EPL,M,23,1458,15,8,6,5,0,0,0,1,0,1,0,4,2,14,1,0,5,0,4,0,1,26,17,21,29,885,973,0,8,120,6,69,0,0,0,0,0,4,2,0,0,0,11,0,1147,0,175,65,493,1,9,0,127,69,0,0,0,0,0,0,0,0,1,0,0,0,25,3,0,0,0,0,0,0,0,7,7,0,25,0,0,0,0,0,12
Nathaniel Phillips,LIV,EPL,D,17,1455,15,2,0,2,0,0,1,1,0,0,1,15,2,20,1,0,7,1,6,0,14,22,14,20,9,940,1117,0,96,83,2,128,0,0,15,2,1,0,0,0,0,0,3,0,1335,24,84,83,301,0,7,2,190,136,0,0,0,0,0,0,0,0,1,0,0,0,11,7,0,0,0,0,0,0,0,81,81,0,45,0,0,0,1,0,2
Wendell,LEV,BUND,D,22,1454,15,7,2,3,0,0,0,0,0,0,0,7,2,25,24,4,1,0,1,0,3,53,35,29,15,910,1058,4,17,107,12,97,1,0,4,1,0,3,1,0,0,0,4,0,1466,16,151,91,421,2,37,1,221,89,0,0,0,0,0,0,0,0,8,0,0,0,21,3,0,0,0,0,0,0,0,37,37,0,46,0,0,0,1,0,22
Malick Thiaw,S04,BUND,D,19,1449,15,4,0,3,1,1,1,0,0,0,0,8,4,33,2,0,2,0,2,0,12,42,27,26,7,586,731,0,36,86,2,87,0,0,8,4,1,0,0,0,0,0,3,1,989,14,34,74,122,0,5,0,170,72,0,0,0,0,0,0,0,0,2,0,0,0,40,3,0,0,0,0,0,0,0,70,70,0,35,0,0,2,0,1,4
Lukas Klostermann,RBL,BUND,D,23,1443,15,8,5,2,0,0,1,0,0,0,0,12,2,18,7,2,5,1,5,0,6,23,19,7,8,967,1111,2,15,112,6,52,0,1,11,2,1,1,0,0,0,0,4,0,1347,23,155,44,442,5,22,0,170,119,0,0,0,0,0,0,0,0,3,0,0,0,14,4,0,0,0,0,0,0,0,39,39,0,41,0,1,1,1,0,11
Dillon Phillips,CAR,EFL,G,16,1429,15,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,147,378,0,2,100,0,4,1,0,0,0,0,0,0,0,0,0,0,0,471,0,52,0,118,0,14,0,232,118,0,0,0,0,0,0,0,0,1,0,0,0,13,7,38,26,12,5,0,3,2,16,16,10,129,0,0,0,0,0,0
Moses Odubajo,SHW,EFL,D,18,1429,15,3,2,5,0,0,0,0,0,0,0,5,0,23,23,5,4,1,4,0,3,30,17,18,31,285,407,5,21,92,14,95,0,0,2,0,0,3,0,0,0,0,13,0,784,8,56,72,130,15,31,1,211,32,0,0,0,0,0,0,0,0,2,0,0,0,19,4,0,0,0,0,0,0,0,17,17,0,20,0,0,2,0,0,28
Jeffrey Schlupp,CRY,EPL,M,27,1425,15,12,10,3,0,0,2,3,0,3,0,18,10,22,30,6,18,5,15,0,8,29,16,25,17,294,398,6,30,65,31,107,0,0,14,8,2,4,2,0,0,0,41,0,751,49,107,161,191,5,24,0,243,15,0,0,0,0,0,0,0,0,16,0,0,0,26,0,0,0,0,0,0,0,0,11,11,0,11,0,0,0,1,1,64
Unai Lopez,ATH,LIGA,M,26,1422,15,11,12,7,0,0,3,0,0,0,0,25,10,18,33,7,18,2,13,5,5,27,17,21,20,841,981,4,7,97,15,69,1,0,5,3,2,20,7,1,0,0,14,1,1234,14,246,76,482,2,74,0,215,80,0,0,0,0,5,1,16,10,5,5,1,1,18,0,0,0,0,0,0,0,0,7,7,0,102,0,1,1,0,0,22
Denis Zakaria,BMG,BUND,M,25,1419,15,10,8,5,0,0,1,1,0,1,0,11,2,23,6,1,9,2,8,0,7,30,15,23,12,563,640,1,13,95,21,76,1,0,4,2,1,7,0,0,0,0,8,0,869,15,99,65,239,0,12,0,124,56,0,0,0,0,0,0,0,0,4,0,0,0,26,1,0,0,0,0,0,0,0,29,29,0,22,0,0,0,3,1,32
Borja Iglesias,BET,LIGA,F,28,1412,15,13,12,2,0,0,11,0,0,0,0,38,16,3,4,2,6,1,5,1,2,1,1,20,21,191,271,2,33,26,10,62,0,0,31,15,11,7,1,0,0,0,18,0,471,80,65,93,113,0,14,0,163,3,5,5,0,0,0,0,1,0,11,0,0,0,11,1,0,0,0,0,0,0,0,9,9,0,9,0,0,6,4,10,21
Marko Pjaca,GEN,SERI,M,35,1412,15,20,12,0,0,0,3,2,0,2,0,29,11,7,4,1,14,4,12,0,2,13,6,19,24,413,488,1,16,65,23,75,0,0,22,7,3,7,4,0,0,0,30,0,746,51,139,130,262,3,20,0,184,10,0,0,0,0,0,0,0,0,3,0,0,0,29,0,0,0,0,0,0,0,0,9,9,0,13,0,0,2,1,3,46
Neymar,PSG,FRAN,F/M,18,1412,15,3,2,5,1,2,9,5,2,3,2,70,21,9,58,17,59,13,42,12,0,14,11,33,67,729,916,3,5,60,87,173,0,0,40,15,9,30,6,0,0,0,48,0,1509,126,389,188,599,0,148,0,447,28,6,5,1,0,8,2,48,30,24,18,2,0,15,6,0,0,0,0,0,0,0,0,0,0,36,7,0,3,9,9,155
Sean Longstaff,NEW,EPL,M,22,1406,15,7,1,2,0,0,0,1,0,1,0,15,5,19,25,6,12,1,6,5,5,31,14,22,21,455,558,0,11,67,4,67,1,1,6,3,0,9,2,0,0,0,6,0,786,17,95,75,254,1,32,0,153,49,0,0,0,0,0,0,22,19,4,1,1,0,26,2,0,0,0,0,0,0,0,13,13,0,50,0,0,0,2,0,9
Goran Pandev,GEN,SERI,F/M,29,1404,15,14,13,5,0,0,7,3,0,3,0,20,11,2,10,0,14,2,11,0,0,9,5,12,36,335,433,0,16,78,15,76,1,0,16,10,7,4,1,0,0,0,24,0,670,58,135,83,214,1,26,0,201,19,1,1,0,0,0,0,1,1,6,0,0,0,25,0,0,0,0,0,0,0,0,6,6,0,14,0,0,7,1,6,30
Oliver Torres,SEV,LIGA,F/M,33,1395,15,18,12,2,0,0,0,3,0,3,0,10,3,15,38,11,27,2,21,3,0,34,22,21,17,834,966,7,3,102,34,88,0,0,5,1,0,5,2,0,0,0,25,0,1253,22,312,100,548,3,70,0,231,76,0,0,0,0,0,0,24,10,7,0,0,0,15,2,0,0,0,0,0,0,0,6,6,0,116,1,0,0,2,0,41
Timor,GET,LIGA,D,30,1385,15,15,7,5,0,1,0,0,0,0,0,17,5,19,33,9,12,2,4,8,1,13,9,17,14,380,594,3,43,80,2,70,0,1,0,0,0,17,5,0,0,0,3,1,768,4,138,70,267,0,52,1,250,72,0,0,0,0,12,3,12,10,4,9,4,0,14,4,0,0,0,0,0,0,0,32,32,0,80,0,0,0,0,0,3
Joe Allen,STO,EFL,M,18,1382,15,3,6,2,0,0,0,2,0,2,0,17,4,21,21,4,12,3,10,0,0,19,6,16,14,556,675,4,18,112,10,61,0,0,11,2,0,6,2,0,0,0,15,0,910,28,208,79,342,1,29,0,203,33,0,0,0,0,1,0,5,1,5,0,0,0,18,3,0,0,0,0,1,0,0,17,17,0,19,1,0,0,2,0,19
Issa Diop,WHU,EPL,D,18,1379,15,3,0,3,0,0,2,0,1,0,0,3,2,22,0,0,1,0,1,0,22,20,14,8,8,479,583,0,24,58,3,55,0,0,3,2,2,0,0,0,0,0,2,1,755,8,24,41,148,1,1,2,115,78,0,0,0,0,0,0,0,0,0,0,0,0,22,2,0,0,0,0,0,0,0,58,58,0,18,0,0,1,1,2,5
Christophe Herelle,BRE,FRAN,D,16,1378,15,1,1,4,0,0,0,0,0,0,0,6,0,31,2,0,3,0,3,0,9,19,13,19,16,780,893,0,38,65,4,75,2,0,6,0,0,0,0,0,0,0,1,1,1058,9,56,43,227,1,10,0,121,133,0,0,0,0,0,0,0,0,0,0,0,0,27,2,0,0,0,0,0,0,0,40,40,0,86,0,0,1,0,0,5
Jawad El Yamiq,VLD,LIGA,D,19,1377,15,4,1,6,0,0,0,1,0,1,0,8,2,46,1,0,2,0,1,0,10,21,14,13,15,493,628,0,50,90,2,85,0,0,6,2,0,2,0,0,0,0,0,0,868,15,48,37,158,2,9,1,151,80,0,0,0,0,0,0,0,0,1,0,0,0,22,2,0,0,0,0,1,0,0,98,98,0,48,0,0,2,1,0,3
Nicolas Cozza,MON,FRAN,D,20,1372,15,5,8,2,0,0,0,0,0,0,0,1,0,26,14,3,6,0,6,0,11,39,30,16,16,412,511,3,15,78,12,82,0,0,1,0,0,0,0,0,0,0,3,0,834,7,70,68,172,7,17,0,164,67,0,0,0,0,0,0,0,0,3,0,0,0,28,0,0,0,0,0,0,0,0,55,55,0,28,0,0,1,1,0,20
Andreas Christensen,CHE,EPL,D,17,1371,15,2,1,2,0,1,0,0,0,0,0,3,0,20,0,0,6,0,6,0,14,11,6,9,7,1042,1141,0,38,85,7,63,1,0,3,0,0,0,0,0,0,0,1,0,1299,7,66,36,258,2,4,1,114,120,0,0,0,0,0,0,0,0,0,0,0,0,15,8,0,0,0,0,0,0,0,49,49,0,52,1,1,0,0,0,7
Jordan Shipley,COV,EFL,M,27,1369,15,12,14,1,0,0,3,1,0,1,0,17,6,10,13,1,19,1,17,1,1,22,11,19,5,306,427,1,10,78,4,41,0,0,9,4,2,8,2,1,1,0,8,0,590,26,93,75,170,3,29,0,174,20,0,0,0,0,0,0,1,0,7,0,0,0,16,0,0,0,0,0,0,0,0,6,6,0,15,0,0,5,0,0,7
Carles Alena,GET,LIGA,M,22,1368,15,7,9,1,0,0,2,2,0,2,0,30,8,2,60,18,25,4,14,9,1,15,10,20,26,368,520,6,14,75,23,78,0,0,11,3,2,19,5,0,0,0,18,0,791,18,184,101,313,1,100,0,263,30,0,0,0,0,10,0,32,26,12,0,0,0,21,2,0,0,0,0,0,0,0,1,1,0,29,1,0,0,1,0,36
Rafinha,PSG,FRAN,M,23,1368,15,8,13,2,0,0,0,4,0,4,0,24,8,13,23,7,23,5,14,5,3,54,26,22,40,1047,1152,1,7,111,29,130,0,0,13,3,0,11,5,0,0,1,35,0,1489,38,330,103,665,4,46,0,209,68,0,0,0,0,0,0,21,16,10,0,0,0,8,1,0,0,0,0,0,0,0,2,2,0,29,2,0,1,1,0,43
Salih Ozcan,KOE,BUND,M,28,1366,15,13,8,3,0,0,0,1,0,1,0,11,5,20,12,1,12,2,10,1,2,21,13,32,43,546,678,1,35,116,7,105,1,0,2,2,0,9,3,0,0,0,22,0,941,16,117,113,254,0,23,0,216,51,0,0,0,0,5,0,0,0,0,0,0,0,27,1,0,0,0,0,1,0,0,14,14,0,29,0,0,4,0,0,18
Matej Vydra,BRN,EPL,F,28,1366,15,13,10,0,0,0,3,2,0,2,0,35,10,6,3,1,14,4,12,0,1,9,5,6,13,168,236,1,37,41,16,73,0,0,31,9,2,4,1,1,0,0,22,0,457,92,104,134,149,0,16,0,157,3,0,0,0,0,0,0,0,0,11,0,0,0,24,1,0,0,0,0,0,0,0,5,5,0,3,1,0,12,7,2,26
Ryan Giles,COV,EFL,F/M,19,1361,15,4,4,0,0,0,0,1,0,1,0,14,5,10,96,22,18,7,16,1,1,26,18,2,9,362,462,19,4,74,17,56,0,0,6,2,0,8,3,0,0,0,13,0,888,18,73,46,200,6,72,0,242,18,0,0,0,0,4,3,4,1,13,0,0,0,25,2,0,0,0,0,0,0,0,15,15,0,25,0,0,1,0,0,28
Sean Maguire,PNE,EFL,F,29,1358,15,14,11,4,0,0,3,2,0,2,0,27,11,4,13,2,18,1,16,0,0,12,6,27,30,300,404,2,39,51,7,88,0,0,21,8,3,6,3,0,0,0,21,0,649,60,162,177,237,3,29,0,192,4,0,0,0,0,0,0,0,0,17,0,0,0,20,1,0,0,0,0,0,0,0,8,8,0,2,1,0,16,1,2,20
Colin Dagba,PSG,FRAN,D,25,1356,15,10,8,3,0,0,1,1,1,1,0,7,1,16,39,7,12,1,11,0,5,23,11,20,9,731,805,7,2,64,7,41,0,1,4,1,1,3,0,0,0,0,12,0,1106,32,189,51,423,0,33,0,145,33,0,0,0,0,0,0,0,0,9,0,0,0,10,6,0,0,0,0,1,0,0,18,18,0,6,0,0,3,0,1,11
Jamie Paterson,BRC,EFL,F,20,1356,15,5,7,3,0,0,3,2,0,1,1,20,8,19,50,19,26,1,9,15,3,17,9,16,22,365,498,1,5,81,17,60,0,0,10,6,3,10,2,0,0,0,16,0,773,29,126,95,230,1,86,0,238,17,0,0,0,0,11,4,32,24,15,3,0,0,19,2,0,0,0,0,0,0,0,3,3,0,32,0,0,0,1,2,44
Sepp van den Berg,PNE,EFL,D,16,1354,15,1,1,0,0,0,0,0,0,0,0,5,3,25,10,3,7,1,7,0,3,30,16,22,6,301,456,3,33,94,5,73,0,0,4,3,0,1,0,0,0,0,11,0,799,12,84,69,159,6,29,0,253,41,0,0,0,0,0,0,0,0,5,0,0,0,14,7,0,0,0,0,0,0,0,29,29,0,24,0,0,0,1,0,5
Jack Cork,BRN,EPL,M,16,1353,15,1,3,2,0,0,0,0,0,0,0,5,0,16,5,1,8,0,8,0,4,26,10,21,12,419,500,1,33,89,5,75,0,0,3,0,0,2,0,0,0,0,13,0,671,16,115,83,250,1,10,0,116,22,0,0,0,0,0,0,0,0,2,0,0,0,24,4,0,0,0,0,0,0,0,19,19,0,17,0,0,0,0,0,7
Matt Ritchie,NEW,EPL,M/D,18,1352,15,3,4,2,0,0,0,2,0,1,1,11,1,12,105,33,25,5,10,13,2,10,3,12,19,332,437,14,12,63,8,49,0,0,4,0,0,7,1,0,0,1,5,1,786,10,91,55,194,6,108,0,224,22,0,0,0,0,13,5,38,38,6,2,0,0,22,2,0,0,0,0,0,0,0,41,41,0,26,0,0,1,0,0,15
Mike van der Hoorn,DSC,BUND,D,22,1352,15,7,2,3,0,0,0,0,0,0,0,5,2,27,0,0,3,0,3,0,8,8,4,11,8,724,836,0,48,82,1,65,0,0,5,2,0,0,0,0,0,0,3,0,998,13,41,44,124,3,8,0,121,83,0,0,0,0,0,0,0,0,1,0,0,0,25,2,0,0,0,0,2,0,0,70,70,0,65,0,0,0,0,0,1
Matthieu Dreyer,FCL,FRAN,G,15,1350,15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,183,313,0,1,98,0,2,0,2,0,0,0,0,0,0,0,0,0,0,410,0,12,1,49,0,0,0,134,50,0,0,0,0,0,0,0,0,0,0,0,0,25,2,33,15,17,1,0,6,0,14,14,10,77,0,0,0,0,0,1
Josef Bursik,STO,EFL,G,15,1350,15,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,262,470,0,5,130,0,7,0,0,0,0,0,0,0,0,0,0,1,0,603,0,41,6,103,0,8,0,214,102,0,0,0,0,0,0,0,0,1,0,0,0,16,7,21,16,5,10,1,1,0,20,20,6,134,0,0,0,0,0,1
Romain Salin,REN,FRAN,G,15,1350,15,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,335,476,0,1,145,1,3,2,1,0,0,0,0,0,0,0,0,0,0,610,0,13,4,56,0,2,0,142,56,0,0,0,0,0,0,0,0,0,0,0,0,14,5,40,29,11,14,0,0,0,13,13,7,97,0,0,0,0,0,1
