Player Name,Team,League,POS,GP,MIN,ST,ON,OFF,Y,YR,R,G,A,SA,AOP,ASP,S,SOG,INT,CR,ACR,CC,BCC,CCOP,CCSP,BLK,TKL,TKLW,FC,FS,P,AP,ACRO,AW,BR,DR,DW,EG,ES,IBS,IBSOG,IBG,OBS,OBSOG,OBG,AOG,APW,DSP,OWN,TOUCH,TBOX,PFT,DL,AFZP,BLKCR,PENT,CLROL,POSL,LPOPP,PK,PKG,PKM,PKSVD,FKCR,FKACR,CRN,CRNCR,CRNW,FKS,FKSOG,FKG,GC,CS,SV,IBSV,OBSV,AKS,PKC,PKF,PKSV,CL,ECL,PUNCH,ALB,ATB,LMT,TOFF,BCM,BCS,ATTDR
Kike Barja,OSA,LIGA,F/M,33,1431,17,16,16,2,0,0,2,3,0,3,0,22,12,16,72,13,16,4,13,0,1,10,5,15,23,324,426,13,21,103,54,108,0,0,11,7,2,11,5,0,0,1,40,0,812,34,101,116,201,1,75,0,291,25,0,0,0,0,0,0,3,1,13,0,0,0,15,1,0,0,0,0,0,0,0,7,7,0,15,0,0,2,3,0,82
Tom Davies,EVE,EPL,M,25,1426,17,8,9,3,0,0,0,1,0,1,0,7,0,34,5,3,6,2,5,0,9,31,18,26,26,566,697,3,11,102,18,85,1,1,1,0,0,6,0,0,0,0,10,0,925,4,92,79,231,1,11,0,173,46,0,0,0,0,0,0,0,0,0,0,0,0,23,2,0,0,0,0,1,0,0,20,20,0,34,1,0,0,0,0,24
Jeff Hendrick,NEW,EPL,M,22,1424,17,5,6,1,1,1,2,1,0,1,0,10,2,19,6,2,6,1,5,0,9,8,3,15,12,431,538,2,13,68,9,40,0,0,5,2,2,5,0,0,0,0,15,0,689,12,88,75,192,5,13,0,146,36,0,0,0,0,1,0,0,0,4,0,0,0,24,3,0,0,0,0,0,0,0,13,13,0,28,0,0,3,0,1,15
Ryan Tunnicliffe,LUT,EFL,M,24,1415,17,7,10,2,0,0,2,0,0,0,0,15,5,17,16,1,13,0,13,0,7,21,16,14,9,426,541,1,15,76,4,48,0,0,10,5,2,5,0,0,0,0,15,0,771,28,162,66,257,2,34,0,183,21,0,0,0,0,0,0,2,0,3,0,0,0,19,3,0,0,0,0,0,0,0,19,19,0,18,0,0,0,1,2,11
David Silva,RSO,LIGA,M,21,1408,17,4,14,4,0,0,2,5,0,5,0,20,3,13,18,8,28,6,17,6,1,19,12,24,21,709,834,2,11,96,31,82,0,2,16,3,2,4,0,0,0,0,16,0,1081,60,300,94,505,1,86,0,201,30,0,0,0,0,4,3,6,6,6,2,0,0,6,3,0,0,0,0,1,0,0,7,7,0,39,4,0,1,3,0,47
Ruben Rochina,LEV,LIGA,F/M,25,1406,17,8,11,5,0,0,0,1,0,1,0,35,7,22,57,15,16,2,11,4,2,38,28,39,31,594,786,6,16,129,30,115,0,0,10,2,0,25,5,0,0,0,34,0,1159,17,191,117,350,1,111,0,323,50,0,0,0,0,12,3,22,18,6,0,0,0,16,1,0,0,0,0,0,0,0,6,6,0,85,0,0,0,0,0,39
David Luiz,ARS,EPL,D,20,1396,17,3,3,1,0,1,1,0,0,0,0,15,2,16,9,0,2,1,2,0,9,12,9,15,5,833,998,0,35,64,3,55,0,2,9,2,1,6,0,0,0,0,2,0,1161,19,90,31,250,1,25,0,184,108,0,0,0,0,0,0,0,0,5,3,0,0,18,3,0,0,0,0,1,0,0,49,49,0,71,2,1,1,0,0,4
Christian Eriksen,INT,SERI,M,26,1392,17,9,15,1,0,0,3,0,1,0,0,30,12,9,103,32,30,2,13,17,1,12,6,13,4,830,951,6,8,109,11,35,0,1,8,2,0,22,10,3,1,0,18,0,1223,26,247,52,499,2,126,0,239,63,0,0,0,0,15,4,75,63,14,7,2,1,13,2,0,0,0,0,1,0,0,11,11,0,51,0,0,1,0,0,15
Angel Montoro,GRA,LIGA,M,22,1369,17,5,13,7,0,0,1,1,0,1,0,15,2,22,77,21,22,5,10,11,3,15,9,23,20,491,641,10,8,74,4,47,0,0,3,1,1,12,1,0,0,0,8,0,889,5,178,59,307,3,109,0,239,64,1,1,0,0,24,2,32,21,11,3,0,0,21,1,0,0,0,0,0,0,0,18,18,0,79,1,0,1,0,1,6
Mergim Vojvoda,TOR,SERI,M/D,24,1362,17,7,10,4,0,0,2,2,0,2,0,6,3,18,64,9,8,1,6,0,4,24,14,11,6,488,594,9,12,78,10,52,0,1,5,2,2,1,1,0,0,0,12,0,948,18,105,45,252,3,68,1,214,55,0,0,0,0,0,0,0,0,6,0,0,0,28,2,0,0,0,0,1,0,0,32,32,0,24,0,0,0,0,2,15
Ismael Bennacer,MIL,SERI,M,21,1334,17,4,13,4,0,0,0,2,0,2,0,12,1,20,10,1,5,1,2,1,1,39,18,20,30,849,966,0,12,118,29,109,0,0,2,0,0,10,1,0,0,1,15,0,1215,6,185,79,432,0,36,0,176,79,0,0,0,0,0,0,7,5,2,0,0,0,17,0,0,0,0,0,1,0,0,12,12,0,52,0,0,0,1,0,36
Sandro Tonali,MIL,SERI,M,25,1334,17,8,12,1,0,1,0,0,0,0,0,10,3,22,26,9,16,1,9,7,5,28,19,18,17,618,739,1,6,99,6,57,0,0,2,1,0,8,2,0,0,0,8,0,945,9,148,57,329,0,50,0,173,51,0,0,0,0,5,3,12,11,6,1,0,0,16,0,0,0,0,0,0,0,0,18,18,0,34,0,0,0,0,0,14
Quentin Boisgard,FCL,FRAN,M,24,1321,17,7,15,5,0,0,2,2,0,2,0,24,7,15,126,17,22,1,8,12,2,24,17,25,17,340,424,3,6,75,25,72,0,0,11,4,2,13,3,0,0,0,34,0,802,25,117,104,223,1,118,0,291,15,0,0,0,0,19,4,70,64,24,3,1,0,23,0,0,0,0,0,0,0,0,0,0,0,7,0,0,2,1,2,40
Andres Guardado,BET,LIGA,M/D,24,1320,17,7,12,4,0,0,1,0,0,0,0,11,5,18,7,1,8,0,8,0,3,25,12,22,10,649,775,1,23,118,13,71,0,0,2,1,0,9,4,1,0,0,11,0,945,8,156,72,330,2,26,0,163,56,0,0,0,0,0,0,1,1,5,0,0,0,20,2,0,0,0,0,0,0,0,17,17,0,61,0,0,0,0,0,16
Tommaso Pobega,SPE,SERI,M,20,1239,17,3,16,6,0,0,6,0,0,0,0,22,10,9,9,2,7,0,7,0,2,24,13,28,17,340,440,2,17,61,4,62,0,0,14,8,6,8,2,0,0,3,5,0,616,32,100,77,193,2,12,0,134,17,0,0,0,0,0,0,0,0,4,0,0,0,21,0,0,0,0,0,1,0,0,20,20,0,19,0,0,0,1,5,8
Eldor Shomurodov,GEN,SERI,F,31,1679,16,15,12,1,0,0,8,1,0,1,0,39,17,6,15,2,20,3,19,0,2,28,14,39,21,327,467,2,47,59,14,109,0,0,35,14,6,4,3,2,0,0,30,0,787,85,136,192,227,1,26,0,281,7,0,0,0,0,0,0,0,0,9,0,0,0,23,2,0,0,0,0,0,0,0,10,10,0,6,0,0,11,6,5,33
Armand Lauriente,FCL,FRAN,F,29,1618,16,13,8,4,0,0,3,5,1,5,0,59,20,15,90,26,39,9,24,10,0,30,10,23,37,399,476,8,13,82,55,135,0,0,20,7,1,39,13,2,0,0,36,0,981,63,165,132,310,1,97,0,295,6,0,0,0,0,3,2,49,43,24,14,6,2,33,1,0,0,0,0,0,0,0,3,3,0,12,0,0,8,2,1,97
Nicolas Pepe,ARS,EPL,F/M,29,1612,16,13,7,1,0,1,10,1,0,1,0,48,21,12,57,7,11,1,7,3,1,20,15,11,26,509,629,2,36,80,27,109,0,0,39,21,10,9,0,0,0,0,23,0,1034,122,220,118,360,7,63,0,296,11,1,1,0,0,7,0,21,16,17,1,0,0,21,3,0,0,0,0,0,0,0,12,12,0,7,0,0,4,3,4,66
Thilo Kehrer,PSG,FRAN,D,24,1610,16,8,2,3,0,0,0,0,0,0,0,7,0,15,10,2,3,1,3,0,4,31,26,26,9,1116,1207,2,30,106,3,73,0,1,5,0,0,2,0,0,0,0,3,0,1414,12,89,65,425,1,16,0,115,131,0,0,0,0,0,0,0,0,2,0,0,0,14,6,0,0,0,0,0,0,0,36,36,0,19,0,0,1,1,0,5
Joshua Tymon,STO,EFL,D,26,1602,16,10,8,0,0,0,0,1,0,1,0,11,3,15,64,14,12,1,8,3,3,26,16,7,5,377,538,8,15,97,14,60,1,0,8,3,0,3,0,0,0,0,19,0,882,26,116,89,220,1,74,0,286,26,0,0,0,0,6,3,4,4,11,0,0,0,20,4,0,0,0,0,0,0,0,17,17,0,15,0,0,3,3,0,30
James Bree,LUT,EFL,D,24,1600,16,8,4,0,0,0,1,0,0,0,0,11,3,13,90,28,27,1,16,11,5,18,11,11,12,428,612,9,27,87,10,67,0,0,4,1,1,7,2,0,0,0,8,0,1073,14,179,65,305,7,102,0,335,41,0,0,0,0,10,5,30,28,9,2,1,0,20,5,0,0,0,0,0,0,0,34,34,0,11,0,0,2,0,0,18
Adam Lallana,BHA,EPL,M,30,1588,16,14,9,0,0,0,1,1,0,1,0,22,5,15,12,2,25,4,24,0,3,28,13,18,20,784,922,2,10,117,18,76,0,0,16,5,1,6,0,0,0,0,15,0,1166,61,253,97,447,1,49,0,201,46,0,0,0,0,0,0,3,1,8,0,0,0,18,3,0,0,0,0,1,0,0,12,12,0,18,1,0,3,0,1,28
Asier Villalibre,ATH,LIGA,F,35,1585,16,19,13,1,0,0,4,2,0,2,0,38,14,2,15,2,13,5,11,0,0,3,2,19,32,179,281,2,57,27,3,94,0,0,30,12,4,8,2,0,1,0,28,0,491,75,76,109,124,1,26,0,193,4,0,0,0,0,0,0,0,0,12,0,0,0,15,1,0,0,0,0,0,0,0,15,15,0,2,0,0,7,4,3,9
Victor Osimhen,NAP,SERI,F,24,1575,16,8,10,4,0,0,10,3,0,3,0,66,24,7,14,3,25,6,22,0,0,22,15,34,36,169,236,3,46,37,12,115,0,0,57,21,9,9,3,1,0,1,17,0,523,112,95,137,135,0,15,0,157,2,0,0,0,0,0,0,0,0,19,0,0,0,19,2,0,0,0,0,0,0,0,10,10,0,4,0,0,20,14,7,27
Thomas Mcintyre,REA,EFL,D,26,1555,16,10,0,2,0,0,2,2,0,2,0,12,6,38,8,2,11,3,9,0,7,33,21,19,14,651,867,2,83,110,7,137,0,0,11,6,2,1,0,0,0,0,1,0,1174,21,70,72,190,1,25,0,266,90,0,0,0,0,1,0,0,0,3,0,0,0,19,6,0,0,0,0,2,0,0,74,74,0,51,0,0,0,1,1,14
Dennis Appiah,NAN,FRAN,D,22,1552,16,6,3,3,0,0,0,2,1,2,0,6,0,25,47,5,14,2,12,0,6,55,34,16,3,480,642,5,31,99,12,100,0,0,4,0,0,2,0,0,0,0,17,0,1107,14,149,91,265,5,59,0,284,65,0,0,0,0,0,0,0,0,6,0,0,0,28,3,0,0,0,0,1,0,0,38,38,0,20,0,0,1,0,0,20
Martin,ALA,LIGA,M/D,26,1551,16,10,5,1,0,0,0,1,0,1,0,2,0,27,32,14,12,0,10,1,3,32,18,23,23,392,549,11,19,81,2,76,0,0,2,0,0,0,0,0,0,0,4,0,927,9,83,68,202,5,47,0,240,56,0,0,0,0,7,3,2,0,2,0,0,0,31,2,0,0,0,0,0,0,0,31,31,0,32,0,0,1,0,0,6
Alberto Perea,CAD,LIGA,F/M,27,1549,16,11,11,0,0,0,2,3,0,3,0,28,6,21,57,10,13,6,8,2,1,28,17,6,33,357,452,8,4,96,63,128,0,0,9,3,2,19,3,0,0,0,35,0,882,31,117,109,223,3,58,0,247,30,0,0,0,0,6,2,8,6,13,4,0,0,33,0,0,0,0,0,0,0,0,6,6,0,24,1,0,1,0,2,96
Koffi Djidji,CRO,SERI,D,20,1522,16,4,1,4,0,0,1,0,0,0,0,4,2,28,5,0,4,0,4,0,20,39,28,22,2,575,696,0,27,85,7,75,0,0,4,2,1,0,0,0,0,0,10,0,997,5,65,67,205,3,11,1,178,86,0,0,0,0,0,0,0,0,3,0,0,0,38,1,0,0,0,0,0,0,0,70,70,0,33,0,0,1,1,0,11
Ronald Araujo,BAR,LIGA,D,24,1508,16,8,5,3,0,0,2,1,0,1,0,12,4,20,0,0,3,0,2,0,15,22,11,12,17,978,1065,0,51,104,8,98,1,0,11,4,2,1,0,0,0,0,2,0,1250,13,68,36,313,3,0,0,99,97,0,0,0,0,0,0,0,0,0,0,0,0,16,4,0,0,0,0,1,0,0,44,44,0,34,0,0,2,3,1,8
Niklas Sule,BAY,BUND,D,20,1503,16,4,1,1,0,0,1,0,0,0,0,20,5,21,8,5,7,0,7,0,12,32,21,9,4,1140,1257,5,25,109,11,72,0,1,12,4,1,8,1,0,0,0,4,0,1520,25,162,44,462,2,29,1,145,165,0,0,0,0,0,0,1,0,2,0,0,0,19,5,0,0,0,0,0,0,0,34,34,0,52,0,0,0,0,0,16
Marco Verratti,PSG,FRAN,M,21,1490,16,5,4,7,0,0,0,2,0,2,0,10,5,26,11,2,24,4,22,0,5,53,30,28,51,1618,1765,2,12,130,48,163,0,1,8,5,0,2,0,0,0,0,29,0,2122,42,459,125,1085,1,63,0,232,136,0,0,0,0,2,0,0,0,8,0,0,0,15,7,0,0,0,0,0,0,0,3,3,0,54,1,0,1,2,0,60
Joe Lolley,NOT,EFL,M,28,1482,16,12,8,1,0,0,1,2,0,2,0,35,7,9,60,11,24,5,20,2,5,23,16,19,25,373,499,9,20,97,36,104,0,1,13,2,0,22,5,1,0,0,33,0,877,41,165,116,285,2,56,1,297,22,0,0,0,0,3,0,8,8,14,3,1,0,18,0,0,0,0,0,0,0,0,12,12,0,19,0,0,2,1,0,64
Rarmani Edmonds-Green,HUD,EFL,D,24,1473,16,8,5,1,0,0,2,0,0,0,0,7,2,33,0,0,1,0,1,0,6,20,11,15,5,626,829,0,42,68,5,72,1,0,6,2,2,1,0,0,1,0,1,0,1059,10,53,50,174,2,10,0,224,83,0,0,0,0,0,0,0,0,0,0,0,0,21,6,0,0,0,0,0,0,0,64,64,0,73,0,0,0,0,2,5
Mathias Pereira Lage,SCO,FRAN,M,28,1473,16,12,15,5,0,0,4,1,0,1,0,28,10,15,26,4,10,1,9,0,4,29,17,29,15,322,422,4,22,61,17,82,0,0,12,6,3,16,4,1,0,0,16,0,721,28,102,129,206,3,25,0,203,18,0,0,0,0,1,0,1,1,12,2,2,0,21,1,0,0,0,0,1,0,0,13,13,0,8,1,0,2,0,2,39
Marcus Coco,NAN,FRAN,F/M,32,1471,16,16,14,6,0,0,0,2,0,1,1,13,2,20,48,10,16,1,14,0,3,36,21,48,36,404,554,9,37,97,23,132,0,0,9,1,0,4,1,0,0,0,35,0,918,38,135,163,266,3,44,0,306,21,0,0,0,0,0,0,8,6,8,0,0,0,23,0,0,0,0,0,0,0,0,14,14,0,12,0,0,2,0,0,41
Luca Ceppitelli,CAG,SERI,D,19,1469,16,3,5,3,0,0,0,0,0,0,0,7,1,25,11,1,2,0,2,0,12,25,19,15,13,694,822,1,49,77,2,86,1,0,7,1,0,0,0,0,0,0,2,0,1026,14,73,58,221,1,15,0,154,86,0,0,0,0,0,0,0,0,1,0,0,0,23,3,0,0,0,0,0,0,0,57,57,0,53,0,0,1,0,0,2
Saman Ghoddos,BRE,EFL,M,40,1467,16,24,16,1,0,0,3,2,0,1,1,33,11,11,34,10,31,4,22,7,0,31,16,37,23,376,521,2,15,77,10,79,0,0,18,7,3,15,4,0,0,0,8,0,774,41,114,93,213,3,56,0,224,26,0,0,0,0,7,4,13,12,12,3,1,0,20,0,0,0,0,0,0,0,0,7,7,0,24,0,0,1,2,2,16
Fikayo Tomori,MIL,SERI,D,17,1466,16,1,0,0,0,0,1,0,0,0,0,5,4,18,1,0,0,0,0,0,20,28,18,14,1,808,911,0,31,99,4,63,0,1,5,4,1,0,0,0,0,0,2,0,1102,9,46,48,196,1,6,1,118,98,0,0,0,0,0,0,0,0,0,0,0,0,14,7,0,0,0,0,0,0,0,60,60,0,48,0,0,0,2,0,4
Pedro Obiang,SAS,SERI,M,33,1463,16,17,10,4,0,1,0,1,0,1,0,16,5,22,1,0,12,2,11,0,7,35,22,24,20,808,907,0,30,66,15,99,0,0,3,2,0,13,3,0,0,0,7,0,1126,11,163,77,408,2,18,0,127,63,0,0,0,0,0,0,0,0,2,0,0,0,27,0,0,0,0,0,0,0,0,25,25,0,28,2,0,0,0,0,17
Georgios Kyriakopoulos,SAS,SERI,D,23,1459,16,7,7,1,1,1,1,0,0,0,0,24,13,15,64,9,13,1,13,0,5,35,18,17,7,724,845,9,17,83,28,87,0,0,10,5,0,14,8,1,0,0,19,0,1272,27,155,87,385,9,61,0,247,52,0,0,0,0,1,0,2,2,14,1,0,0,26,0,0,0,0,0,0,0,0,33,33,0,23,0,0,1,2,0,44
Tuta,SGE,BUND,D,19,1458,16,3,2,5,0,0,0,0,0,0,0,4,0,29,9,2,4,0,4,0,2,35,20,30,13,822,970,2,32,134,8,88,0,0,3,0,0,1,0,0,0,0,10,1,1219,7,95,93,312,6,14,0,187,110,0,0,0,0,0,0,0,0,1,0,0,0,29,3,0,0,0,0,2,0,0,47,47,0,41,0,2,0,0,0,12
Kelechi Iheanacho,LEI,EPL,F,25,1456,16,9,6,1,0,0,12,2,0,2,0,59,25,2,13,5,28,6,26,0,0,12,5,26,13,402,504,5,8,59,32,64,1,0,38,17,10,21,8,2,0,0,34,0,797,85,180,118,299,0,41,0,222,2,1,0,0,1,0,0,1,0,18,1,1,0,23,3,0,0,0,0,1,0,0,1,1,0,11,5,0,9,9,7,44
Andres Fernandez,HUE,LIGA,G,16,1440,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,322,494,0,5,121,3,9,2,0,0,0,0,0,0,0,0,0,0,0,635,0,7,1,48,0,4,0,180,48,0,0,0,0,0,0,0,0,0,0,0,0,21,4,34,24,10,3,0,3,0,13,13,10,93,0,0,0,0,0,3
David Ospina,NAP,SERI,G,16,1440,16,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,1,3,402,494,0,8,118,0,10,0,0,0,0,0,0,0,0,0,0,0,0,609,0,8,2,31,0,1,0,92,31,0,0,0,0,0,0,0,0,0,0,0,0,12,8,30,19,11,2,1,3,0,12,12,8,94,0,0,0,0,0,0
Roberto Soldado,GRA,LIGA,F,29,1439,16,13,15,6,1,1,9,0,0,0,0,30,12,4,11,0,9,1,9,0,0,7,4,24,13,205,329,0,23,40,4,46,1,0,24,11,8,6,1,1,0,0,10,0,503,73,84,111,137,0,28,0,187,4,2,2,0,0,0,0,0,0,12,2,0,0,25,0,0,0,0,0,0,0,0,13,13,0,11,0,0,20,3,7,8
Steven Fortes,RCL,FRAN,D,18,1438,16,2,4,5,1,1,0,0,0,0,0,5,1,27,1,0,2,1,2,0,10,33,20,26,9,811,932,0,37,76,3,81,0,0,3,0,0,2,1,0,0,0,1,1,1120,7,56,58,224,0,6,1,131,131,0,0,0,0,0,0,0,0,2,0,0,0,24,1,0,0,0,0,0,0,0,52,52,0,65,0,0,0,0,0,7
Breel Embolo,BMG,BUND,F,31,1435,16,15,9,4,0,0,5,2,0,2,0,41,21,8,6,1,16,1,14,0,1,15,10,34,54,323,439,1,38,50,40,145,0,0,35,16,5,6,5,0,0,3,46,0,828,94,104,160,198,1,25,0,268,10,0,0,0,0,0,0,0,0,17,0,0,0,28,1,0,0,0,0,0,0,0,7,7,0,8,0,0,11,13,4,65
Luis Muriel,ATA,SERI,F,36,1433,16,20,16,0,0,0,22,8,3,8,0,87,39,7,82,20,46,6,31,7,0,20,9,18,20,469,626,6,25,51,53,118,0,0,59,31,19,28,8,3,0,0,50,0,1125,143,251,168,385,0,137,0,375,13,3,2,0,1,8,2,46,45,22,8,1,0,20,0,0,0,0,0,0,0,0,4,4,0,17,0,0,3,12,13,90
Daniel Brosinski,M05,BUND,M,21,1430,16,5,6,0,0,0,2,1,0,0,1,10,3,14,115,23,27,3,16,10,1,19,14,7,3,393,573,10,9,83,7,38,0,0,4,2,2,6,1,0,0,0,8,0,1021,7,111,66,215,5,152,0,360,48,2,2,0,0,20,4,52,45,10,3,1,0,34,1,0,0,0,0,0,0,0,28,28,0,39,1,0,0,0,2,17
Jordan Marie,DIJ,FRAN,M,24,1429,16,8,7,2,0,0,0,0,0,0,0,10,2,23,15,1,7,2,5,2,5,34,17,12,7,633,755,0,12,96,11,64,1,1,2,1,0,8,1,0,0,0,11,0,947,4,100,72,252,2,27,0,180,64,0,0,0,0,1,0,7,7,5,0,0,0,34,3,0,0,0,0,0,0,0,10,10,0,56,0,0,0,1,0,18
Danilo,PSG,FRAN,M,23,1429,16,7,5,3,0,0,2,1,0,1,0,17,5,29,1,0,5,2,4,0,6,21,11,14,15,1089,1184,0,29,108,7,71,0,4,14,5,2,3,0,0,0,0,6,0,1367,16,124,44,463,0,11,0,115,114,0,0,0,0,0,0,0,0,2,0,0,0,15,3,0,0,0,0,0,0,0,33,33,0,29,1,0,0,1,1,8
Rhys Norrington-Davies,LUT,EFL,D,18,1428,16,2,2,2,0,0,0,2,0,1,1,5,1,12,67,9,14,3,10,2,6,18,10,24,9,392,533,6,21,88,10,57,0,1,2,1,0,3,0,0,0,0,8,0,944,18,119,75,192,9,62,0,279,25,0,0,0,0,3,2,2,2,9,0,0,0,18,4,0,0,0,0,0,0,0,20,20,0,15,0,0,0,0,0,24
Rober Pier,LEV,LIGA,D,19,1427,16,3,4,3,0,1,0,1,0,1,0,7,0,35,1,0,4,1,3,0,16,14,7,19,6,727,880,0,15,94,7,42,1,0,5,0,0,2,0,0,0,0,5,0,1076,13,71,69,244,4,11,1,173,103,0,0,0,0,0,0,0,0,0,0,0,0,25,1,0,0,0,0,0,0,0,48,48,0,85,0,0,1,0,0,8
Sead Kolasinac,S04,BUND,D,17,1426,16,1,2,5,0,0,1,1,0,1,0,6,1,20,19,6,13,2,12,0,5,20,17,19,13,496,624,6,14,104,15,62,0,0,5,1,1,1,0,0,0,0,8,0,913,30,96,66,210,0,22,0,194,37,0,0,0,0,0,0,0,0,6,0,0,0,38,2,0,0,0,0,1,0,0,17,17,0,15,0,0,2,0,0,24
Jesse Lingard,WHU,EPL,F/M,16,1424,16,0,5,3,0,0,9,4,0,3,1,42,22,4,38,6,18,3,12,2,1,12,6,21,24,529,633,5,0,62,18,54,0,0,23,16,9,19,6,0,0,1,22,0,897,50,222,80,377,0,61,0,223,19,2,1,0,1,9,0,10,7,11,1,1,0,19,2,0,0,0,0,0,0,0,0,0,0,16,0,0,6,2,4,43
Ashley Young,INT,SERI,M/D,26,1423,16,10,12,4,0,0,1,4,0,4,0,15,5,6,44,14,29,3,19,6,0,15,7,13,15,434,528,11,4,55,5,38,0,0,9,4,1,6,1,0,0,0,3,0,822,27,135,41,248,6,56,0,160,15,0,0,0,0,1,0,11,7,9,1,0,0,17,0,0,0,0,0,1,0,0,25,25,0,11,0,0,3,1,1,13
Kasey Palmer,BRC,EFL,M,23,1419,16,7,11,7,0,0,2,2,0,2,0,17,5,13,33,10,18,3,11,5,2,39,28,36,25,333,490,2,34,72,35,133,0,0,3,2,0,14,3,2,0,0,30,0,832,16,109,145,202,1,70,0,275,25,0,0,0,0,5,3,21,15,8,3,0,0,21,2,0,0,0,0,2,0,0,14,14,0,22,2,0,1,1,0,53
Marco Richter,FCA,BUND,M,29,1417,16,13,13,2,1,1,3,1,0,1,0,55,19,6,64,10,15,1,10,4,0,17,9,20,36,263,399,6,15,103,34,101,0,0,27,12,3,28,7,0,0,0,31,0,818,62,82,128,168,1,73,0,326,16,0,0,0,0,7,1,16,15,19,0,0,0,27,0,0,0,0,0,0,0,0,8,8,0,26,0,0,6,5,2,60
Willian,ARS,EPL,F/M,25,1406,16,9,10,0,0,0,1,5,0,2,3,20,3,8,104,27,32,5,20,7,0,13,7,5,21,593,677,12,9,47,13,56,0,0,9,2,0,11,1,1,0,0,15,0,964,36,264,50,433,2,130,0,214,12,0,0,0,0,8,3,72,56,8,5,1,1,17,1,0,0,0,0,0,0,0,6,6,0,35,1,0,4,1,0,18
Rayan Ait-Nouri,WOL,EPL,M,21,1403,16,5,6,1,0,0,1,1,0,0,1,15,6,15,61,12,14,1,11,2,1,29,16,15,19,540,627,8,5,86,26,79,0,0,9,4,1,6,2,0,0,0,19,0,1063,26,123,99,273,7,50,0,222,31,0,0,0,0,4,3,7,7,9,0,0,0,23,3,0,0,0,0,1,0,0,18,18,0,16,0,0,1,0,0,54
Amin Younes,SGE,BUND,M,26,1399,16,10,15,5,0,0,3,3,0,2,1,33,13,13,44,11,24,2,17,4,1,25,14,38,26,467,610,7,1,75,51,103,0,0,23,11,3,10,2,0,0,0,32,0,982,59,211,140,361,0,73,0,280,33,0,0,0,0,0,0,24,16,12,0,0,0,25,0,0,0,0,0,0,0,0,4,4,0,27,1,0,6,2,1,81
Marwin Hitz,BVB,BUND,G,16,1395,16,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,388,478,0,1,117,0,3,1,0,0,0,0,0,0,0,0,0,0,0,603,0,8,0,48,0,1,0,93,48,0,0,0,0,0,0,0,0,0,0,0,0,16,7,29,16,13,0,0,2,0,10,10,3,98,0,1,0,0,0,0
Giorgio Chiellini,JUV,SERI,D,17,1387,16,1,3,4,0,0,0,1,0,0,1,6,0,27,3,1,2,1,1,0,13,12,9,19,15,1019,1106,1,27,66,2,55,0,0,6,0,0,0,0,0,0,0,1,1,1286,15,87,48,336,0,8,0,104,135,0,0,0,0,0,0,0,0,2,0,0,0,18,3,0,0,0,0,3,0,0,56,56,0,63,0,0,1,1,0,4
Jonathan Burkardt,M05,BUND,F,29,1375,16,13,15,0,0,0,2,0,0,0,0,29,10,8,12,1,14,4,14,0,3,27,13,26,43,257,358,1,20,83,19,109,0,0,25,9,1,4,1,1,0,2,28,0,710,75,103,126,161,2,27,0,225,9,0,0,0,0,0,0,0,0,14,0,0,0,29,0,0,0,0,0,0,0,0,13,13,0,15,2,0,2,4,0,46
Flavien Tait,REN,FRAN,M,23,1370,16,7,9,6,0,0,1,3,0,3,0,25,9,13,28,6,21,2,15,3,3,26,11,18,31,659,774,2,9,114,23,89,0,0,13,6,1,12,3,0,0,0,14,0,1044,47,229,87,426,1,47,0,206,44,0,0,0,0,3,1,10,9,12,0,0,0,21,1,0,0,0,0,0,0,0,1,1,0,51,0,0,0,1,1,47
Johann Berg Gudmundsson,BRN,EPL,M,22,1366,16,6,12,2,0,0,2,0,0,0,0,19,8,17,31,5,9,0,9,0,2,19,11,11,16,348,437,5,19,82,10,64,0,0,7,3,2,12,5,0,0,0,12,0,656,29,130,79,248,2,40,0,167,20,0,0,0,0,0,0,3,3,2,1,1,0,24,0,0,0,0,0,0,0,0,17,17,0,21,0,0,1,2,0,27
Taylor Moore,BRC,EFL,D,22,1365,16,6,4,3,0,0,0,0,0,0,0,7,2,31,4,0,1,0,1,0,9,14,12,12,4,659,863,0,62,70,2,82,1,1,7,2,0,0,0,0,0,0,3,0,1059,10,52,77,185,3,12,0,240,114,0,0,0,0,0,0,0,0,2,0,0,0,23,3,0,0,0,0,1,0,0,46,46,0,63,0,0,0,0,0,4
Taiwo Awoniyi,FCU,BUND,F,21,1365,16,5,13,0,0,0,5,2,0,2,0,30,13,3,4,0,20,1,18,0,0,5,3,22,20,193,289,0,34,44,13,71,0,0,29,13,5,1,0,0,0,1,29,0,544,71,67,156,140,0,10,0,225,9,0,0,0,0,0,0,0,0,4,0,0,0,17,0,0,0,0,0,0,0,0,4,4,0,6,0,0,15,9,3,29
